task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
306	0d/029737	78959	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT7005R1D3)	COMPLETED	0	2023-04-23 18:05:27.470	53m 15s	20s	137.8%	19 MB	220.9 MB	2.2 GB	676.5 KB
324	a5/36e6ad	78958	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT701R4D4)	COMPLETED	0	2023-04-23 18:05:17.470	53m 40s	1m 1s	500.5%	2.7 GB	3.2 GB	1.4 GB	1.6 MB
272	4d/a36692	78961	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WT70R4D4)	COMPLETED	0	2023-04-23 18:06:04.603	53m 8s	13s	136.2%	28.2 MB	220.9 MB	1.3 GB	766 KB
329	55/6fed29	78962	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (3270R3D4)	COMPLETED	0	2023-04-23 18:07:32.440	51m 45s	3s	409.0%	116 MB	1.6 GB	36.9 MB	701 B
269	8d/aacc2b	78952	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT70R1D3)	COMPLETED	0	2023-04-23 17:43:57.472	1h 19m 20s	9m 56s	194.3%	24.4 GB	45.9 GB	4.5 GB	2.4 GB
292	b9/f7bca8	78960	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT7005R3D3)	COMPLETED	0	2023-04-23 18:05:37.472	58m 55s	5m 45s	108.1%	3.3 GB	4 GB	6.7 GB	1.1 GB
295	e6/c57e66	78965	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WTG0R3D3)	COMPLETED	0	2023-04-23 18:15:07.457	51m 10s	1m 45s	522.5%	2.6 GB	3 GB	3.3 GB	1.6 MB
345	c8/c140ce	78966	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT70R3D4)	COMPLETED	0	2023-04-23 18:17:17.463	49m 5s	2s	399.7%	115.9 MB	1.6 GB	37.6 MB	702 B
268	11/5ae6cc	78967	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WT70R1D3)	COMPLETED	0	2023-04-23 18:18:57.440	47m 45s	20s	139.8%	24.9 MB	220.9 MB	2.2 GB	741.5 KB
336	81/96609b	78970	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (32G0R4D3)	COMPLETED	0	2023-04-23 18:42:27.652	25m 30s	1m 10s	120.7%	877 MB	1.2 GB	2 GB	21 MB
285	4a/885ba2	78963	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (3270R3D4)	COMPLETED	0	2023-04-23 18:13:22.440	54m 40s	8m 40s	93.3%	7.8 GB	43.3 GB	12.9 GB	11.6 GB
288	07/8a05c5	78972	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (3270R3D4)	COMPLETED	0	2023-04-23 18:45:07.644	23m 45s	44s	118.4%	689.1 MB	864.4 MB	1.2 GB	20.9 MB
283	fa/6e8492	78973	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WT7005R4D3)	COMPLETED	0	2023-04-23 18:45:22.638	23m 35s	4s	134.8%	11.4 MB	220.9 MB	446.3 MB	251.5 KB
255	f8/2b7d34	78964	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (32701R4D4)	COMPLETED	0	2023-04-23 18:13:47.441	56m 10s	6m 37s	179.7%	20.8 GB	45.9 GB	3 GB	1.6 GB
328	d4/b52acc	78971	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (3270R3D4)	COMPLETED	0	2023-04-23 18:44:27.649	25m 30s	1m 57s	110.2%	4.2 GB	5.7 GB	1.2 GB	106.6 KB
246	9a/2667b7	78978	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WT7005R1D3)	COMPLETED	0	2023-04-23 18:51:27.663	18m 50s	20s	131.5%	19 MB	220.9 MB	2 GB	661.7 KB
245	6a/40c3c1	78976	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (32G0R1D3)	COMPLETED	0	2023-04-23 18:47:07.638	23m 40s	1m 46s	517.4%	2.5 GB	3 GB	2.8 GB	1.6 MB
332	c8/c60ece	78977	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (3270R3D4)	COMPLETED	0	2023-04-23 18:51:02.663	20m 5s	1m 10s	109.8%	114.1 MB	1.6 GB	1.2 GB	1.2 KB
353	07/0781f1	78981	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (3270R1D4)	COMPLETED	0	2023-04-23 18:53:17.678	19m 15s	1m 46s	513.8%	2.5 GB	3 GB	2.2 GB	1.6 MB
359	56/1992b6	78982	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (32G0R3D3)	COMPLETED	0	2023-04-23 18:54:07.641	19m 5s	2m 3s	441.3%	5.1 GB	6.1 GB	8.7 GB	5.8 GB
333	78/d2d729	78983	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (3270R3D4)	COMPLETED	0	2023-04-23 18:55:22.638	18m 30s	1m 20s	109.7%	173.3 MB	1.7 GB	1.2 GB	1.6 KB
330	6b/5673ba	78984	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (3270R3D4)	COMPLETED	0	2023-04-23 18:56:57.653	17m 5s	49s	124.6%	113.7 MB	1.6 GB	1.2 GB	3.4 MB
297	ef/ac3f07	78985	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (32G0R1D4)	COMPLETED	0	2023-04-23 18:57:57.649	16m 15s	15s	343.9%	3 GB	5.8 GB	449.3 MB	288.6 MB
357	39/05c020	78986	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT7005R4D3)	COMPLETED	0	2023-04-23 18:58:22.639	15m 50s	5s	113.6%	11.4 MB	220.9 MB	479.3 MB	257.9 KB
362	a7/1c508c	78988	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WT70R3D4)	COMPLETED	0	2023-04-23 18:58:57.642	15m 20s	4s	92.9%	7.6 MB	18.5 MB	311.1 MB	311.1 MB
344	90/75c6d4	78989	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT70R3D4)	COMPLETED	0	2023-04-23 18:59:12.644	17m 10s	2m 3s	109.5%	219.8 MB	1.7 GB	2.7 GB	16.2 KB
314	6b/8e5679	78979	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (WTG0R4D4)	COMPLETED	0	2023-04-23 18:52:22.640	27m 20s	9m 17s	198.4%	24.1 GB	45.9 GB	4.2 GB	2.3 GB
374	e7/6e3c23	78990	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT7005R1D3)	COMPLETED	0	2023-04-23 18:59:17.836	20m 35s	3m 27s	106.0%	6.4 GB	9.4 GB	2.2 GB	130.9 KB
331	c0/932f82	78992	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (3270R3D4)	COMPLETED	0	2023-04-23 19:03:17.638	17m 10s	44s	128.1%	317.9 MB	1.9 GB	158.2 MB	72.2 MB
280	e1/04e49b	78994	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (3270R3D3)	COMPLETED	0	2023-04-23 19:06:17.640	15m	50s	474.7%	5.1 GB	6.1 GB	3.6 GB	2.4 GB
323	60/6e43ff	78995	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (WT701R4D4)	COMPLETED	0	2023-04-23 19:06:22.640	15m 35s	38s	576.0%	5 GB	6 GB	3.5 GB	2.3 GB
341	9d/5ae678	78993	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT70R3D4)	COMPLETED	0	2023-04-23 19:04:32.645	19m 45s	4m 22s	104.7%	8.2 GB	11.2 GB	2.7 GB	129.1 KB
361	72/cb3e70	78997	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT70R3D4)	COMPLETED	0	2023-04-23 19:07:57.639	16m 25s	3s	96.2%	7.6 MB	18.5 MB	311.1 MB	311.1 MB
339	da/85414e	78996	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT70R3D4)	COMPLETED	0	2023-04-23 19:06:42.638	18m 20s	3m 5s	104.5%	175.4 MB	1.7 GB	2.7 GB	1.6 KB
194	ec/b4c996	78998	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (WTG0R4D3)	COMPLETED	0	2023-04-23 19:08:03.374	17m 29s	1m 9s	557.1%	5.1 GB	6.1 GB	5.9 GB	3.8 GB
375	81/c04f04	78999	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT7005R1D3)	COMPLETED	0	2023-04-23 19:08:52.639	18m 10s	1m 58s	107.0%	114.1 MB	1.6 GB	2.2 GB	1.2 KB
346	04/f5992a	79002	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WT70R1D4)	COMPLETED	0	2023-04-23 19:09:57.646	17m 25s	19s	139.4%	15.7 MB	220.9 MB	2 GB	559.3 KB
250	3a/9a287f	79000	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT701R3D4)	COMPLETED	0	2023-04-23 19:08:57.638	20m 30s	3m 55s	110.3%	2.8 GB	3.4 GB	4.5 GB	970.9 MB
172	d6/d659eb	78987	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (WTG0R3D4)	COMPLETED	0	2023-04-23 18:58:42.645	31m 15s	15m 47s	787.4%	5.6 GB	6.9 GB	140 GB	135.2 GB
360	55/073f3f	79005	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (32G0R3D3)	COMPLETED	0	2023-04-23 19:10:18.159	20m 34s	1m 22s	529.7%	2.5 GB	3 GB	3.4 GB	1.6 MB
338	d2/5353cf	79007	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (32G0R4D3)	COMPLETED	0	2023-04-23 19:11:07.643	20m 5s	18s	138.6%	10.3 MB	220.9 MB	2 GB	403.3 KB
308	69/1afc0a	79006	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT7005R1D3)	COMPLETED	0	2023-04-23 19:10:47.653	25m	5m 48s	103.5%	364.4 MB	5.5 GB	15.1 GB	4.8 GB
372	d5/639fe7	79009	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT7005R1D3)	COMPLETED	0	2023-04-23 19:13:12.640	22m 40s	3s	428.6%	108.2 MB	1.6 GB	34.7 MB	699 B
347	fc/54e453	79003	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT70R1D4)	COMPLETED	0	2023-04-23 19:09:57.850	26m 15s	8m 48s	187.3%	23.3 GB	45.8 GB	3.9 GB	2.1 GB
253	56/c366b9	79010	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT701R3D4)	COMPLETED	0	2023-04-23 19:13:52.641	22m 20s	18s	138.0%	12.4 MB	220.9 MB	2 GB	466.4 KB
342	b1/2eda4b	79014	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT70R3D4)	COMPLETED	0	2023-04-23 19:14:17.556	24m 10s	2m 11s	106.3%	115.8 MB	1.6 GB	2.6 GB	1.2 KB
320	7b/b54954	79008	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (3270R1D3)	COMPLETED	0	2023-04-23 19:12:32.675	27m 20s	8m 40s	197.7%	22.9 GB	45.9 GB	3.9 GB	2.1 GB
289	ef/37dbae	79012	NFCORE_RNASEQ:RNASEQ:DUPRADAR (3270R3D4)	COMPLETED	0	2023-04-23 19:14:12.522	27m 10s	2m 57s	110.7%	325.3 MB	5.5 GB	6.3 GB	1.1 GB
365	55/6c037a	79011	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT7005R3D4)	COMPLETED	0	2023-04-23 19:14:04.288	27m 58s	5m 46s	108.9%	3.6 GB	4.3 GB	6.7 GB	1.2 GB
309	6f/457ae6	79015	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT7005R1D3)	COMPLETED	0	2023-04-23 19:16:22.525	29m 20s	4m 17s	109.4%	2.9 GB	3.4 GB	4.9 GB	967.7 MB
335	6c/ae98e7	79016	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (32G0R4D3)	COMPLETED	0	2023-04-23 19:19:42.522	26m 15s	3m 54s	111.0%	3 GB	3.7 GB	4.5 GB	1009.7 MB
404	b0/feec9a	79017	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WTG0R4D4)	COMPLETED	0	2023-04-23 19:19:52.525	26m 15s	22s	136.5%	10.7 MB	220.9 MB	2.3 GB	431.8 KB
293	26/21f75f	79013	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT7005R3D3)	COMPLETED	0	2023-04-23 19:14:12.723	33m 35s	7m 55s	102.3%	401 MB	5.9 GB	18.2 GB	4.4 GB
354	5b/fa87de	79019	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT7005R4D3)	COMPLETED	0	2023-04-23 19:21:17.530	27m 45s	2m 51s	118.4%	8.3 GB	43.2 GB	4.9 GB	4.4 GB
262	73/0f7e19	79021	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (32G0R4D4)	COMPLETED	0	2023-04-23 19:24:17.527	28m	3m 15s	111.8%	2.7 GB	3.3 GB	3.7 GB	913.2 MB
319	f2/bbf101	79022	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (3270R1D3)	COMPLETED	0	2023-04-23 19:24:22.525	28m 15s	18s	138.6%	19.5 MB	220.9 MB	1.9 GB	621.9 KB
355	e7/5bf652	79023	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (WT7005R4D3)	COMPLETED	0	2023-04-23 19:25:02.523	27m 50s	17s	125.6%	467.2 MB	699.6 MB	494.9 MB	20.1 MB
381	ce/59d978	79020	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT70R1D3)	COMPLETED	0	2023-04-23 19:21:57.526	32m 15s	6m 25s	103.2%	371.9 MB	5.9 GB	16 GB	4.8 GB
263	7a/0ae782	79024	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (32701R1D4)	COMPLETED	0	2023-04-23 19:25:32.525	29m 30s	2m 5s	467.2%	5.1 GB	6.1 GB	8.6 GB	5.7 GB
412	4a/0e34ed	79025	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT70R3D4)	COMPLETED	0	2023-04-23 19:27:02.524	28m 15s	16s	99.2%	52.5 MB	78.9 MB	933.3 MB	61.8 MB
223	6a/504e49	79026	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (3270R4D4)	COMPLETED	0	2023-04-23 19:27:22.525	27m 55s	1m 3s	483.4%	2.5 GB	3 GB	1 GB	1.6 MB
363	1a/65bb8d	79028	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WT701R1D4)	COMPLETED	0	2023-04-23 19:29:57.534	25m 40s	19s	140.1%	18.7 MB	220.9 MB	2 GB	731.9 KB
358	14/6e18b9	79029	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT7005R4D3)	COMPLETED	0	2023-04-23 19:30:52.559	25m 45s	58s	114.3%	998 MB	1.2 GB	1.1 GB	321.9 MB
392	97/16d622	79018	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (32G0R3D3)	COMPLETED	0	2023-04-23 19:20:27.523	36m 45s	11m 11s	206.8%	26.3 GB	46.1 GB	5.1 GB	2.8 GB
401	97/c3f265	79031	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT7005R4D3)	COMPLETED	0	2023-04-23 19:35:47.525	21m 50s	24s	151.7%	134.9 MB	1.6 GB	503.7 MB	16.5 KB
378	ff/c45bbc	79030	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT7005R1D3)	COMPLETED	0	2023-04-23 19:31:12.542	27m 15s	1m 47s	111.3%	347.4 MB	3.4 GB	2.2 GB	16.6 KB
418	16/d6b465	79032	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (32G0R4D3)	COMPLETED	0	2023-04-23 19:35:52.527	23m 25s	1m 37s	113.2%	207.6 MB	1.7 GB	2 GB	16.5 KB
183	a1/d4ec35	79034	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (32G0R4D4)	COMPLETED	0	2023-04-23 19:36:12.576	24m 20s	1m 16s	510.1%	2.5 GB	3 GB	2 GB	1.6 MB
367	ad/8ee522	79052	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (WT7005R3D4)	COMPLETED	0	2023-04-23 19:38:27.540	23m 55s	1m 49s	120.7%	874.8 MB	1.2 GB	3.1 GB	21.4 MB
171	a0/b904e9	79033	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (WTG0R3D4)	COMPLETED	0	2023-04-23 19:36:12.543	26m 20s	4m	196.0%	1.5 GB	4.8 GB	4.7 GB	4.6 MB
383	c6/23f6be	79153	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT70R1D3)	COMPLETED	0	2023-04-23 19:39:52.524	22m 55s	22s	138.8%	24.9 MB	220.9 MB	2.4 GB	758.8 KB
384	7e/ecca26	79168	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT7005R3D3)	COMPLETED	0	2023-04-23 19:42:03.286	20m 44s	4s	97.7%	7.6 MB	18.5 MB	283 MB	282.9 MB
397	cc/5f6c0e	79167	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT7005R4D3)	COMPLETED	0	2023-04-23 19:41:22.562	21m 50s	42s	130.8%	319.9 MB	1.9 GB	151.8 MB	71.8 MB
351	40/15523f	79170	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT70R4D3)	COMPLETED	0	2023-04-23 19:45:57.524	21m 40s	4m 22s	164.5%	18 GB	45.9 GB	2 GB	1.1 GB
409	0a/ff4ce2	79169	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (3270R3D3)	COMPLETED	0	2023-04-23 19:45:42.531	22m 20s	5m 10s	183.6%	19.2 GB	46 GB	2.3 GB	1.2 GB
427	1d/9b0a8d	79171	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (WT70R1D4)	COMPLETED	0	2023-04-23 19:46:07.536	22m 45s	1m 17s	118.6%	850.1 MB	1 GB	2.1 GB	21.4 MB
348	87/5be945	79173	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (32G0R1D3)	COMPLETED	0	2023-04-23 19:49:02.535	20m 10s	20s	139.2%	10.8 MB	220.9 MB	2.1 GB	447.5 KB
438	60/c50955	79174	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (3270R1D3)	COMPLETED	0	2023-04-23 19:52:17.724	17m 15s	19s	138.3%	19.6 MB	220.9 MB	2.1 GB	636.3 KB
424	e9/18b7f5	79175	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (32G0R4D3)	COMPLETED	0	2023-04-23 19:52:37.725	17m 40s	42s	129.4%	318 MB	1.9 GB	140.7 MB	70.8 MB
406	4c/665b64	79027	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WTG0R4D4)	COMPLETED	0	2023-04-23 19:29:27.534	42m 50s	16m 59s	88.6%	6.4 GB	43.2 GB	24.3 GB	22 GB
448	05/7b6023	79177	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WTG0R4D4)	COMPLETED	0	2023-04-23 19:54:12.725	21m 55s	3m 44s	104.4%	6.6 GB	8.1 GB	2.3 GB	128.9 KB
296	83/d8313d	79178	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (WTG0R3D3)	COMPLETED	0	2023-04-23 19:55:02.725	23m 5s	1m 57s	453.5%	5.1 GB	6.1 GB	8.5 GB	5.6 GB
258	76/d5a478	79172	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (32G0R4D4)	COMPLETED	0	2023-04-23 19:47:47.525	32m 35s	12m 17s	90.7%	8.6 GB	43.4 GB	17.4 GB	15.7 GB
432	82/afc29c	79180	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT701R3D4)	COMPLETED	0	2023-04-23 19:55:17.926	25m 55s	47s	121.0%	317.6 MB	1.9 GB	143.9 MB	72.5 MB
435	d2/5135dc	79179	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT701R3D4)	COMPLETED	0	2023-04-23 19:55:17.734	26m 10s	3m 18s	106.2%	6.2 GB	7.7 GB	2.1 GB	115 KB
377	36/d6d69a	79182	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (WT7005R1D3)	COMPLETED	0	2023-04-23 19:56:37.738	26m 25s	1m 31s	113.9%	117.5 MB	1.6 GB	2.2 GB	4.7 MB
460	bd/3bbf4c	79183	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT7005R4D3)	COMPLETED	0	2023-04-23 19:57:12.723	25m 50s	1s	92.4%	5.2 MB	18.2 MB	80.5 MB	80.4 MB
423	ae/32e4af	79181	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (32G0R4D3)	COMPLETED	0	2023-04-23 19:55:37.738	27m 55s	2m 18s	106.3%	173.4 MB	1.7 GB	2 GB	1.6 KB
327	a4/37808f	79194	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (3270R3D4)	COMPLETED	0	2023-04-23 19:58:27.722	26m 5s	57s	122.4%	161.3 MB	1.7 GB	1.2 GB	16.4 KB
264	9b/20e892	79184	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (32701R1D4)	COMPLETED	0	2023-04-23 19:57:37.724	27m 15s	1m 50s	523.0%	2.6 GB	3 GB	3.4 GB	1.6 MB
442	05/3d97fc	79208	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WT7005R3D4)	COMPLETED	0	2023-04-23 20:00:32.726	24m 25s	3s	97.8%	7.6 MB	18.5 MB	303.4 MB	303.3 MB
436	32/634527	79209	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT701R3D4)	COMPLETED	0	2023-04-23 20:02:22.725	24m 30s	1m 51s	107.5%	116.1 MB	1.6 GB	2.1 GB	1.2 KB
311	d8/59c1f0	79210	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WTG0R1D3)	COMPLETED	0	2023-04-23 20:02:32.726	24m 40s	22s	137.2%	11.6 MB	220.9 MB	2.4 GB	485.1 KB
451	08/cceebc	79211	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WTG0R4D4)	COMPLETED	0	2023-04-23 20:02:47.723	25m 15s	44s	128.8%	317.9 MB	1.9 GB	153.9 MB	71.6 MB
455	8e/59c544	79212	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (32G0R4D4)	COMPLETED	0	2023-04-23 20:02:47.923	25m 20s	3s	84.6%	7.6 MB	18.5 MB	228.4 MB	228.3 MB
368	ce/d7e067	79176	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT7005R3D4)	COMPLETED	0	2023-04-23 19:52:52.724	41m 20s	23m 48s	85.6%	6.2 GB	43.4 GB	33 GB	29.9 GB
386	88/735f76	79205	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (32701R4D4)	COMPLETED	0	2023-04-23 19:59:17.724	37m 20s	12m 4s	89.9%	9.2 GB	43.4 GB	17.4 GB	15.7 GB
415	cf/b2e9c8	79216	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WT701R3D4)	COMPLETED	0	2023-04-23 20:08:03.508	28m 39s	3s	95.8%	7.6 MB	18.5 MB	242.8 MB	242.7 MB
405	77/a59ab2	79215	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WTG0R4D4)	COMPLETED	0	2023-04-23 20:07:37.724	31m	4m 23s	109.9%	3.1 GB	3.8 GB	5 GB	1 GB
420	dc/ff4064	79217	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (32G0R4D3)	COMPLETED	0	2023-04-23 20:08:52.729	29m 45s	1m 53s	106.4%	112.1 MB	1.6 GB	2 GB	1.2 KB
