gene_id	chromosome	start	end	width	source	type	score	phase	transcript_id
jgi|Aurli1|43611|fgenesh1_kg.5_#_179_#_isotig11506	scaffold_5	1445041	1445595	555	prediction	transcript	NA	NA	mRNA_4020
jgi|Aurli1|115477|fgenesh1_pm.5_#_175	scaffold_5	1452457	1452879	423	prediction	transcript	NA	NA	mRNA_4021
jgi|Aurli1|43614|fgenesh1_kg.5_#_182_#_isotig08114	scaffold_5	1454272	1455279	1008	prediction	transcript	NA	NA	mRNA_4022
jgi|Aurli1|3680|gm1.3680_g	scaffold_5	1455445	1456458	1014	prediction	transcript	NA	NA	mRNA_4023
jgi|Aurli1|31977|fgenesh1_pg.5_#_328	scaffold_5	1456862	1457167	306	prediction	transcript	NA	NA	mRNA_4024
jgi|Aurli1|73016|e_gw1.5.615.1	scaffold_5	1462652	1463824	1173	prediction	transcript	NA	NA	mRNA_4025
jgi|Aurli1|3683|gm1.3683_g	scaffold_5	1467646	1467967	322	prediction	transcript	NA	NA	mRNA_4026
jgi|Aurli1|55456|gw1.5.227.1	scaffold_5	1470173	1471309	1137	prediction	transcript	NA	NA	mRNA_4027
jgi|Aurli1|137990|estExt_fgenesh1_kg.C_50186	scaffold_5	1474879	1476207	1329	prediction	transcript	NA	NA	mRNA_4028
jgi|Aurli1|43619|fgenesh1_kg.5_#_187_#_isotig04686	scaffold_5	1476990	1478813	1824	prediction	transcript	NA	NA	mRNA_4029
jgi|Aurli1|137992|estExt_fgenesh1_kg.C_50188	scaffold_5	1481677	1484165	2489	prediction	transcript	NA	NA	mRNA_4030
jgi|Aurli1|3688|gm1.3688_g	scaffold_5	1490849	1492202	1354	prediction	transcript	NA	NA	mRNA_4031
jgi|Aurli1|43621|fgenesh1_kg.5_#_189_#_isotig09926	scaffold_5	1492731	1493470	740	prediction	transcript	NA	NA	mRNA_4032
jgi|Aurli1|73422|e_gw1.5.536.1	scaffold_5	1496010	1496522	513	prediction	transcript	NA	NA	mRNA_4033
jgi|Aurli1|43623|fgenesh1_kg.5_#_191_#_isotig08026	scaffold_5	1498050	1499077	1028	prediction	transcript	NA	NA	mRNA_4034
jgi|Aurli1|73023|e_gw1.5.620.1	scaffold_5	1500799	1501987	1189	prediction	transcript	NA	NA	mRNA_4035
jgi|Aurli1|73298|e_gw1.5.51.1	scaffold_5	1502368	1504671	2304	prediction	transcript	NA	NA	mRNA_4036
jgi|Aurli1|43625|fgenesh1_kg.5_#_193_#_isotig01018	scaffold_5	1507759	1512577	4819	prediction	transcript	NA	NA	mRNA_4037
jgi|Aurli1|31989|fgenesh1_pg.5_#_340	scaffold_5	1515273	1516355	1083	prediction	transcript	NA	NA	mRNA_4038
jgi|Aurli1|115490|fgenesh1_pm.5_#_188	scaffold_5	1516897	1517070	174	prediction	transcript	NA	NA	mRNA_4039
jgi|Aurli1|3695|gm1.3695_g	scaffold_5	1522762	1524027	1266	prediction	transcript	NA	NA	mRNA_4040
jgi|Aurli1|73321|e_gw1.5.202.1	scaffold_5	1528159	1529070	912	prediction	transcript	NA	NA	mRNA_4041
jgi|Aurli1|129717|estExt_fgenesh1_pg.C_5_t10344	scaffold_5	1530021	1532747	2727	prediction	transcript	NA	NA	mRNA_4042
jgi|Aurli1|138002|estExt_fgenesh1_kg.C_50198	scaffold_5	1534620	1535946	1327	prediction	transcript	NA	NA	mRNA_4043
jgi|Aurli1|43631|fgenesh1_kg.5_#_199_#_isotig05514	scaffold_5	1536000	1537564	1565	prediction	transcript	NA	NA	mRNA_4044
jgi|Aurli1|43632|fgenesh1_kg.5_#_200_#_isotig00811	scaffold_5	1538768	1542358	3591	prediction	transcript	NA	NA	mRNA_4045
jgi|Aurli1|115495|fgenesh1_pm.5_#_193	scaffold_5	1543890	1545088	1199	prediction	transcript	NA	NA	mRNA_4046
jgi|Aurli1|3702|gm1.3702_g	scaffold_5	1545355	1545675	321	prediction	transcript	NA	NA	mRNA_4047
jgi|Aurli1|3703|gm1.3703_g	scaffold_5	1547049	1547369	321	prediction	transcript	NA	NA	mRNA_4048
jgi|Aurli1|90300|estExt_Genewise1.C_5_t10451	scaffold_5	1547611	1549790	2180	prediction	transcript	NA	NA	mRNA_4049
jgi|Aurli1|138004|estExt_fgenesh1_kg.C_50201	scaffold_5	1554207	1554702	496	prediction	transcript	NA	NA	mRNA_4050
jgi|Aurli1|138005|estExt_fgenesh1_kg.C_50202	scaffold_5	1558182	1558860	679	prediction	transcript	NA	NA	mRNA_4051
jgi|Aurli1|63038|gw1.5.577.1	scaffold_5	1562671	1563624	954	prediction	transcript	NA	NA	mRNA_4052
jgi|Aurli1|43636|fgenesh1_kg.5_#_204_#_isotig02782	scaffold_5	1565137	1567960	2824	prediction	transcript	NA	NA	mRNA_4053
jgi|Aurli1|43637|fgenesh1_kg.5_#_205_#_isotig08958	scaffold_5	1568135	1569470	1336	prediction	transcript	NA	NA	mRNA_4054
jgi|Aurli1|43638|fgenesh1_kg.5_#_206_#_isotig06176	scaffold_5	1571127	1573040	1914	prediction	transcript	NA	NA	mRNA_4055
jgi|Aurli1|32002|fgenesh1_pg.5_#_353	scaffold_5	1573485	1579541	6057	prediction	transcript	NA	NA	mRNA_4056
jgi|Aurli1|43640|fgenesh1_kg.5_#_208_#_isotig07530	scaffold_5	1579764	1580883	1120	prediction	transcript	NA	NA	mRNA_4057
jgi|Aurli1|73199|e_gw1.5.339.1	scaffold_5	1581142	1582914	1773	prediction	transcript	NA	NA	mRNA_4058
jgi|Aurli1|138013|estExt_fgenesh1_kg.C_50210	scaffold_5	1584363	1587785	3423	prediction	transcript	NA	NA	mRNA_4059
jgi|Aurli1|73154|e_gw1.5.127.1	scaffold_5	1588993	1589313	321	prediction	transcript	NA	NA	mRNA_4060
jgi|Aurli1|3715|gm1.3715_g	scaffold_5	1590343	1591719	1377	prediction	transcript	NA	NA	mRNA_4061
jgi|Aurli1|138015|estExt_fgenesh1_kg.C_50212	scaffold_5	1596275	1596780	506	prediction	transcript	NA	NA	mRNA_4062
jgi|Aurli1|138016|estExt_fgenesh1_kg.C_50213	scaffold_5	1598055	1600010	1956	prediction	transcript	NA	NA	mRNA_4063
jgi|Aurli1|3717|gm1.3717_g	scaffold_5	1604072	1604535	464	prediction	transcript	NA	NA	mRNA_4064
jgi|Aurli1|32009|fgenesh1_pg.5_#_360	scaffold_5	1605950	1606822	873	prediction	transcript	NA	NA	mRNA_4065
jgi|Aurli1|122551|estExt_fgenesh1_pm.C_50206	scaffold_5	1614634	1616671	2038	prediction	transcript	NA	NA	mRNA_4066
jgi|Aurli1|115509|fgenesh1_pm.5_#_207	scaffold_5	1617078	1618388	1311	prediction	transcript	NA	NA	mRNA_4067
jgi|Aurli1|32012|fgenesh1_pg.5_#_363	scaffold_5	1619231	1619620	390	prediction	transcript	NA	NA	mRNA_4068
jgi|Aurli1|43647|fgenesh1_kg.5_#_215_#_isotig04029	scaffold_5	1626679	1628756	2078	prediction	transcript	NA	NA	mRNA_4069
jgi|Aurli1|56006|gw1.5.244.1	scaffold_5	1629173	1630459	1287	prediction	transcript	NA	NA	mRNA_4070
jgi|Aurli1|138019|estExt_fgenesh1_kg.C_50216	scaffold_5	1635138	1636866	1729	prediction	transcript	NA	NA	mRNA_4071
jgi|Aurli1|115514|fgenesh1_pm.5_#_212	scaffold_5	1637636	1638115	480	prediction	transcript	NA	NA	mRNA_4072
jgi|Aurli1|3725|gm1.3725_g	scaffold_5	1643573	1645846	2274	prediction	transcript	NA	NA	mRNA_4073
jgi|Aurli1|43650|fgenesh1_kg.5_#_218_#_isotig01032	scaffold_5	1649224	1652649	3426	prediction	transcript	NA	NA	mRNA_4074
jgi|Aurli1|129737|estExt_fgenesh1_pg.C_5_t10370	scaffold_5	1652940	1654235	1296	prediction	transcript	NA	NA	mRNA_4075
jgi|Aurli1|73553|e_gw1.5.495.1	scaffold_5	1657840	1658250	411	prediction	transcript	NA	NA	mRNA_4076
jgi|Aurli1|63962|gw1.5.622.1	scaffold_5	1661389	1662099	711	prediction	transcript	NA	NA	mRNA_4077
jgi|Aurli1|73419|e_gw1.5.688.1	scaffold_5	1662850	1663263	414	prediction	transcript	NA	NA	mRNA_4078
jgi|Aurli1|3729|gm1.3729_g	scaffold_5	1664053	1665825	1773	prediction	transcript	NA	NA	mRNA_4079
jgi|Aurli1|32022|fgenesh1_pg.5_#_373	scaffold_5	1668650	1684870	16221	prediction	transcript	NA	NA	mRNA_4080
jgi|Aurli1|138023|estExt_fgenesh1_kg.C_50220	scaffold_5	1685961	1687008	1048	prediction	transcript	NA	NA	mRNA_4081
jgi|Aurli1|115518|fgenesh1_pm.5_#_216	scaffold_5	1688730	1690102	1373	prediction	transcript	NA	NA	mRNA_4082
jgi|Aurli1|32025|fgenesh1_pg.5_#_376	scaffold_5	1691957	1692343	387	prediction	transcript	NA	NA	mRNA_4083
jgi|Aurli1|62893|gw1.5.567.1	scaffold_5	1696475	1696705	231	prediction	transcript	NA	NA	mRNA_4084
jgi|Aurli1|138026|estExt_fgenesh1_kg.C_50223	scaffold_5	1699513	1699999	487	prediction	transcript	NA	NA	mRNA_4085
jgi|Aurli1|138027|estExt_fgenesh1_kg.C_50224	scaffold_5	1700883	1701434	552	prediction	transcript	NA	NA	mRNA_4086
jgi|Aurli1|60332|gw1.5.425.1	scaffold_5	1702878	1703369	492	prediction	transcript	NA	NA	mRNA_4087
jgi|Aurli1|32030|fgenesh1_pg.5_#_381	scaffold_5	1703952	1706696	2745	prediction	transcript	NA	NA	mRNA_4088
jgi|Aurli1|3739|gm1.3739_g	scaffold_5	1708894	1715221	6328	prediction	transcript	NA	NA	mRNA_4089
jgi|Aurli1|3740|gm1.3740_g	scaffold_5	1723903	1724268	366	prediction	transcript	NA	NA	mRNA_4090
jgi|Aurli1|43657|fgenesh1_kg.5_#_225_#_isotig07852	scaffold_5	1734161	1735219	1059	prediction	transcript	NA	NA	mRNA_4091
jgi|Aurli1|3743|gm1.3743_g	scaffold_5	1737433	1738269	837	prediction	transcript	NA	NA	mRNA_4092
jgi|Aurli1|138029|estExt_fgenesh1_kg.C_50226	scaffold_5	1739241	1740591	1351	prediction	transcript	NA	NA	mRNA_4093
jgi|Aurli1|64847|gw1.5.668.1	scaffold_5	1741626	1741784	159	prediction	transcript	NA	NA	mRNA_4094
jgi|Aurli1|73423|e_gw1.5.62.1	scaffold_5	1745858	1747898	2041	prediction	transcript	NA	NA	mRNA_4095
jgi|Aurli1|73235|e_gw1.5.11.1	scaffold_5	1748523	1749170	648	prediction	transcript	NA	NA	mRNA_4096
jgi|Aurli1|32037|fgenesh1_pg.5_#_388	scaffold_5	1751924	1753015	1092	prediction	transcript	NA	NA	mRNA_4097
jgi|Aurli1|3748|gm1.3748_g	scaffold_5	1759575	1760311	737	prediction	transcript	NA	NA	mRNA_4098
jgi|Aurli1|43659|fgenesh1_kg.5_#_227_#_isotig10922	scaffold_5	1764697	1765319	623	prediction	transcript	NA	NA	mRNA_4099
jgi|Aurli1|138031|estExt_fgenesh1_kg.C_50228	scaffold_5	1766446	1767899	1454	prediction	transcript	NA	NA	mRNA_4100
jgi|Aurli1|32039|fgenesh1_pg.5_#_390	scaffold_5	1768337	1770109	1773	prediction	transcript	NA	NA	mRNA_4101
jgi|Aurli1|32040|fgenesh1_pg.5_#_391	scaffold_5	1770298	1770960	663	prediction	transcript	NA	NA	mRNA_4102
jgi|Aurli1|43661|fgenesh1_kg.5_#_229_#_isotig04204	scaffold_5	1774042	1776052	2011	prediction	transcript	NA	NA	mRNA_4103
jgi|Aurli1|65764|gw1.5.711.1	scaffold_5	1777961	1778245	285	prediction	transcript	NA	NA	mRNA_4104
jgi|Aurli1|43663|fgenesh1_kg.5_#_231_#_isotig04484	scaffold_5	1786936	1788832	1897	prediction	transcript	NA	NA	mRNA_4105
jgi|Aurli1|43664|fgenesh1_kg.5_#_232_#_isotig03613	scaffold_5	1796052	1798320	2269	prediction	transcript	NA	NA	mRNA_4106
jgi|Aurli1|138036|estExt_fgenesh1_kg.C_50233	scaffold_5	1799023	1799826	804	prediction	transcript	NA	NA	mRNA_4107
jgi|Aurli1|145660|estExt_Genemark1.C_5_t10403	scaffold_5	1800491	1808380	7890	prediction	transcript	NA	NA	mRNA_4108
jgi|Aurli1|32047|fgenesh1_pg.5_#_398	scaffold_5	1809152	1809481	330	prediction	transcript	NA	NA	mRNA_4109
jgi|Aurli1|73278|e_gw1.5.281.1	scaffold_5	1830671	1832251	1581	prediction	transcript	NA	NA	mRNA_4110
jgi|Aurli1|43666|fgenesh1_kg.5_#_234_#_isotig07674	scaffold_5	1832704	1833793	1090	prediction	transcript	NA	NA	mRNA_4111
jgi|Aurli1|129761|estExt_fgenesh1_pg.C_5_t10401	scaffold_5	1841070	1846238	5169	prediction	transcript	NA	NA	mRNA_4112
jgi|Aurli1|138038|estExt_fgenesh1_kg.C_50235	scaffold_5	1850850	1851933	1084	prediction	transcript	NA	NA	mRNA_4113
jgi|Aurli1|73589|e_gw1.5.141.1	scaffold_5	1852040	1852336	297	prediction	transcript	NA	NA	mRNA_4114
jgi|Aurli1|3763|gm1.3763_g	scaffold_5	1853104	1858611	5508	prediction	transcript	NA	NA	mRNA_4115
jgi|Aurli1|3764|gm1.3764_g	scaffold_5	1860066	1860614	549	prediction	transcript	NA	NA	mRNA_4116
jgi|Aurli1|32053|fgenesh1_pg.5_#_404	scaffold_5	1860676	1863024	2349	prediction	transcript	NA	NA	mRNA_4117
jgi|Aurli1|43668|fgenesh1_kg.5_#_236_#_isotig03516	scaffold_5	1863485	1866019	2535	prediction	transcript	NA	NA	mRNA_4118
jgi|Aurli1|43669|fgenesh1_kg.5_#_237_#_isotig11620	scaffold_5	1866054	1867147	1094	prediction	transcript	NA	NA	mRNA_4119
jgi|Aurli1|67142|gw1.5.783.1	scaffold_5	1868551	1869202	652	prediction	transcript	NA	NA	mRNA_4120
jgi|Aurli1|32056|fgenesh1_pg.5_#_407	scaffold_5	1869898	1871196	1299	prediction	transcript	NA	NA	mRNA_4121
jgi|Aurli1|73529|e_gw1.5.4.1	scaffold_5	1872726	1873608	883	prediction	transcript	NA	NA	mRNA_4122
jgi|Aurli1|43672|fgenesh1_kg.5_#_240_#_isotig02748	scaffold_5	1874206	1877066	2861	prediction	transcript	NA	NA	mRNA_4123
jgi|Aurli1|138043|estExt_fgenesh1_kg.C_50241	scaffold_5	1877543	1878500	958	prediction	transcript	NA	NA	mRNA_4124
jgi|Aurli1|73614|e_gw1.5.671.1	scaffold_5	1881354	1881914	561	prediction	transcript	NA	NA	mRNA_4125
jgi|Aurli1|32061|fgenesh1_pg.5_#_412	scaffold_5	1883648	1885538	1891	prediction	transcript	NA	NA	mRNA_4126
jgi|Aurli1|138044|estExt_fgenesh1_kg.C_50242	scaffold_5	1889720	1890385	666	prediction	transcript	NA	NA	mRNA_4127
jgi|Aurli1|65553|gw1.5.697.1	scaffold_5	1900819	1901979	1161	prediction	transcript	NA	NA	mRNA_4128
jgi|Aurli1|145674|estExt_Genemark1.C_5_t10422	scaffold_5	1902875	1905474	2600	prediction	transcript	NA	NA	mRNA_4129
jgi|Aurli1|73598|e_gw1.5.426.1	scaffold_5	1907339	1919533	12195	prediction	transcript	NA	NA	mRNA_4130
jgi|Aurli1|73703|e_gw1.5.456.1	scaffold_5	1919894	1922629	2736	prediction	transcript	NA	NA	mRNA_4131
jgi|Aurli1|145675|estExt_Genemark1.C_5_t10425	scaffold_5	1926712	1932152	5441	prediction	transcript	NA	NA	mRNA_4132
jgi|Aurli1|138047|estExt_fgenesh1_kg.C_50245	scaffold_5	1932942	1933671	730	prediction	transcript	NA	NA	mRNA_4133
jgi|Aurli1|73427|e_gw1.5.207.1	scaffold_5	1936806	1937042	237	prediction	transcript	NA	NA	mRNA_4134
jgi|Aurli1|67800|gw1.5.821.1	scaffold_5	1937640	1937855	216	prediction	transcript	NA	NA	mRNA_4135
jgi|Aurli1|138048|estExt_fgenesh1_kg.C_50246	scaffold_5	1938031	1939715	1685	prediction	transcript	NA	NA	mRNA_4136
jgi|Aurli1|58279|gw1.5.328.1	scaffold_5	1940498	1940662	165	prediction	transcript	NA	NA	mRNA_4137
jgi|Aurli1|73524|e_gw1.5.255.1	scaffold_5	1946073	1946357	285	prediction	transcript	NA	NA	mRNA_4138
jgi|Aurli1|43680|fgenesh1_kg.5_#_248_#_isotig07558	scaffold_5	1947032	1948128	1097	prediction	transcript	NA	NA	mRNA_4139
jgi|Aurli1|138051|estExt_fgenesh1_kg.C_50249	scaffold_5	1949271	1950021	751	prediction	transcript	NA	NA	mRNA_4140
jgi|Aurli1|3787|gm1.3787_g	scaffold_5	1955282	1955614	333	prediction	transcript	NA	NA	mRNA_4141
jgi|Aurli1|72990|e_gw1.5.238.1	scaffold_5	1959804	1962377	2574	prediction	transcript	NA	NA	mRNA_4142
jgi|Aurli1|43682|fgenesh1_kg.5_#_250_#_isotig01572	scaffold_5	1966393	1967894	1502	prediction	transcript	NA	NA	mRNA_4143
jgi|Aurli1|73136|e_gw1.5.322.1	scaffold_5	1972105	1974042	1938	prediction	transcript	NA	NA	mRNA_4144
jgi|Aurli1|3791|gm1.3791_g	scaffold_5	1976095	1978437	2343	prediction	transcript	NA	NA	mRNA_4145
jgi|Aurli1|43686|fgenesh1_kg.5_#_254_#_isotig10471	scaffold_5	1980502	1981174	673	prediction	transcript	NA	NA	mRNA_4146
jgi|Aurli1|115554|fgenesh1_pm.5_#_252	scaffold_5	1982423	1982818	396	prediction	transcript	NA	NA	mRNA_4147
jgi|Aurli1|32079|fgenesh1_pg.5_#_430	scaffold_5	1983760	1985215	1456	prediction	transcript	NA	NA	mRNA_4148
jgi|Aurli1|43688|fgenesh1_kg.5_#_256_#_isotig01019	scaffold_5	1992868	1998095	5228	prediction	transcript	NA	NA	mRNA_4149
jgi|Aurli1|43689|fgenesh1_kg.5_#_257_#_isotig00753	scaffold_5	1999347	2004217	4871	prediction	transcript	NA	NA	mRNA_4150
jgi|Aurli1|3794|gm1.3794_g	scaffold_5	2007972	2010914	2943	prediction	transcript	NA	NA	mRNA_4151
jgi|Aurli1|32083|fgenesh1_pg.5_#_434	scaffold_5	2013277	2018340	5064	prediction	transcript	NA	NA	mRNA_4152
jgi|Aurli1|32084|fgenesh1_pg.5_#_435	scaffold_5	2019675	2020115	441	prediction	transcript	NA	NA	mRNA_4153
jgi|Aurli1|32085|fgenesh1_pg.5_#_436	scaffold_5	2020239	2021720	1482	prediction	transcript	NA	NA	mRNA_4154
jgi|Aurli1|43691|fgenesh1_kg.5_#_259_#_isotig09849	scaffold_5	2021944	2022694	751	prediction	transcript	NA	NA	mRNA_4155
jgi|Aurli1|138060|estExt_fgenesh1_kg.C_50260	scaffold_5	2023582	2030027	6446	prediction	transcript	NA	NA	mRNA_4156
jgi|Aurli1|3801|gm1.3801_g	scaffold_5	2030563	2033675	3113	prediction	transcript	NA	NA	mRNA_4157
jgi|Aurli1|3802|gm1.3802_g	scaffold_5	2033742	2034476	735	prediction	transcript	NA	NA	mRNA_4158
jgi|Aurli1|3803|gm1.3803_g	scaffold_5	2035030	2048297	13268	prediction	transcript	NA	NA	mRNA_4159
jgi|Aurli1|138063|estExt_fgenesh1_kg.C_50263	scaffold_5	2055599	2057308	1710	prediction	transcript	NA	NA	mRNA_4160
jgi|Aurli1|32095|fgenesh1_pg.5_#_446	scaffold_5	2059581	2060522	942	prediction	transcript	NA	NA	mRNA_4161
jgi|Aurli1|138064|estExt_fgenesh1_kg.C_50264	scaffold_5	2064460	2066050	1591	prediction	transcript	NA	NA	mRNA_4162
jgi|Aurli1|62260|gw1.5.531.1	scaffold_5	2067134	2067424	291	prediction	transcript	NA	NA	mRNA_4163
jgi|Aurli1|54846|gw1.5.204.1	scaffold_5	2067623	2068036	414	prediction	transcript	NA	NA	mRNA_4164
jgi|Aurli1|32098|fgenesh1_pg.5_#_449	scaffold_5	2069190	2073203	4014	prediction	transcript	NA	NA	mRNA_4165
jgi|Aurli1|115560|fgenesh1_pm.5_#_258	scaffold_5	2073366	2074673	1308	prediction	transcript	NA	NA	mRNA_4166
jgi|Aurli1|138066|estExt_fgenesh1_kg.C_50266	scaffold_5	2077911	2081443	3533	prediction	transcript	NA	NA	mRNA_4167
jgi|Aurli1|138067|estExt_fgenesh1_kg.C_50267	scaffold_5	2082751	2083230	480	prediction	transcript	NA	NA	mRNA_4168
jgi|Aurli1|43700|fgenesh1_kg.5_#_268_#_isotig03681	scaffold_5	2086146	2088377	2232	prediction	transcript	NA	NA	mRNA_4169
jgi|Aurli1|138070|estExt_fgenesh1_kg.C_50270	scaffold_5	2091856	2092702	847	prediction	transcript	NA	NA	mRNA_4170
jgi|Aurli1|3815|gm1.3815_g	scaffold_5	2101039	2101578	540	prediction	transcript	NA	NA	mRNA_4171
jgi|Aurli1|138072|estExt_fgenesh1_kg.C_50272	scaffold_5	2104305	2105037	733	prediction	transcript	NA	NA	mRNA_4172
jgi|Aurli1|3816|gm1.3816_g	scaffold_5	2106956	2109772	2817	prediction	transcript	NA	NA	mRNA_4173
jgi|Aurli1|55483|gw1.5.229.1	scaffold_5	2110176	2113421	3246	prediction	transcript	NA	NA	mRNA_4174
jgi|Aurli1|3818|gm1.3818_g	scaffold_5	2122388	2122693	306	prediction	transcript	NA	NA	mRNA_4175
jgi|Aurli1|53305|gw1.5.154.1	scaffold_5	2127632	2128591	960	prediction	transcript	NA	NA	mRNA_4176
jgi|Aurli1|138074|estExt_fgenesh1_kg.C_50274	scaffold_5	2130362	2131676	1315	prediction	transcript	NA	NA	mRNA_4177
jgi|Aurli1|32109|fgenesh1_pg.5_#_460	scaffold_5	2132619	2133662	1044	prediction	transcript	NA	NA	mRNA_4178
jgi|Aurli1|3822|gm1.3822_g	scaffold_5	2135628	2136662	1035	prediction	transcript	NA	NA	mRNA_4179
jgi|Aurli1|73221|e_gw1.5.340.1	scaffold_5	2137170	2137601	432	prediction	transcript	NA	NA	mRNA_4180
jgi|Aurli1|3824|gm1.3824_g	scaffold_5	2140538	2143411	2874	prediction	transcript	NA	NA	mRNA_4181
jgi|Aurli1|55681|gw1.5.237.1	scaffold_5	2144839	2145045	207	prediction	transcript	NA	NA	mRNA_4182
jgi|Aurli1|32114|fgenesh1_pg.5_#_465	scaffold_5	2146107	2147411	1305	prediction	transcript	NA	NA	mRNA_4183
jgi|Aurli1|43709|fgenesh1_kg.5_#_277_#_isotig09188	scaffold_5	2147580	2148531	952	prediction	transcript	NA	NA	mRNA_4184
jgi|Aurli1|138078|estExt_fgenesh1_kg.C_50278	scaffold_5	2149270	2150237	968	prediction	transcript	NA	NA	mRNA_4185
jgi|Aurli1|32117|fgenesh1_pg.5_#_468	scaffold_5	2151362	2152363	1002	prediction	transcript	NA	NA	mRNA_4186
jgi|Aurli1|43711|fgenesh1_kg.5_#_279_#_isotig03332	scaffold_5	2152959	2155375	2417	prediction	transcript	NA	NA	mRNA_4187
jgi|Aurli1|90425|estExt_Genewise1.C_5_t20123	scaffold_5	2160598	2164587	3990	prediction	transcript	NA	NA	mRNA_4188
jgi|Aurli1|73186|e_gw1.5.164.1	scaffold_5	2165226	2167065	1840	prediction	transcript	NA	NA	mRNA_4189
jgi|Aurli1|3832|gm1.3832_g	scaffold_5	2168900	2171365	2466	prediction	transcript	NA	NA	mRNA_4190
jgi|Aurli1|32122|fgenesh1_pg.5_#_473	scaffold_5	2172987	2173295	309	prediction	transcript	NA	NA	mRNA_4191
jgi|Aurli1|138082|estExt_fgenesh1_kg.C_50283	scaffold_5	2175716	2177747	2032	prediction	transcript	NA	NA	mRNA_4192
jgi|Aurli1|129813|estExt_fgenesh1_pg.C_5_t10475	scaffold_5	2177950	2194692	16743	prediction	transcript	NA	NA	mRNA_4193
jgi|Aurli1|3837|gm1.3837_g	scaffold_5	2195833	2199555	3723	prediction	transcript	NA	NA	mRNA_4194
jgi|Aurli1|51339|gw1.5.77.1	scaffold_5	2200004	2200737	734	prediction	transcript	NA	NA	mRNA_4195
jgi|Aurli1|32127|fgenesh1_pg.5_#_478	scaffold_5	2201007	2205002	3996	prediction	transcript	NA	NA	mRNA_4196
jgi|Aurli1|145717|estExt_Genemark1.C_5_t10486	scaffold_5	2205293	2210623	5331	prediction	transcript	NA	NA	mRNA_4197
jgi|Aurli1|138083|estExt_fgenesh1_kg.C_50284	scaffold_5	2210869	2211704	836	prediction	transcript	NA	NA	mRNA_4198
jgi|Aurli1|43717|fgenesh1_kg.5_#_285_#_isotig01081	scaffold_5	2212891	2213784	894	prediction	transcript	NA	NA	mRNA_4199
jgi|Aurli1|3843|gm1.3843_g	scaffold_5	2222417	2223454	1038	prediction	transcript	NA	NA	mRNA_4200
jgi|Aurli1|32132|fgenesh1_pg.5_#_483	scaffold_5	2223988	2225009	1022	prediction	transcript	NA	NA	mRNA_4201
jgi|Aurli1|3845|gm1.3845_g	scaffold_5	2226466	2227467	1002	prediction	transcript	NA	NA	mRNA_4202
jgi|Aurli1|138085|estExt_fgenesh1_kg.C_50286	scaffold_5	2227728	2229692	1965	prediction	transcript	NA	NA	mRNA_4203
jgi|Aurli1|57035|gw1.5.289.1	scaffold_5	2231406	2231909	504	prediction	transcript	NA	NA	mRNA_4204
jgi|Aurli1|73556|e_gw1.5.418.1	scaffold_5	2233464	2234552	1089	prediction	transcript	NA	NA	mRNA_4205
jgi|Aurli1|73555|e_gw1.5.72.1	scaffold_5	2244098	2246314	2217	prediction	transcript	NA	NA	mRNA_4206
jgi|Aurli1|43722|fgenesh1_kg.5_#_290_#_isotig06976	scaffold_5	2249665	2250893	1229	prediction	transcript	NA	NA	mRNA_4207
jgi|Aurli1|3851|gm1.3851_g	scaffold_5	2252539	2253249	711	prediction	transcript	NA	NA	mRNA_4208
jgi|Aurli1|145726|estExt_Genemark1.C_5_t10498	scaffold_5	2253822	2256046	2225	prediction	transcript	NA	NA	mRNA_4209
jgi|Aurli1|138090|estExt_fgenesh1_kg.C_50291	scaffold_5	2256348	2261071	4724	prediction	transcript	NA	NA	mRNA_4210
jgi|Aurli1|103990|estExt_Genewise1Plus.C_5_t20151	scaffold_5	2274228	2278490	4263	prediction	transcript	NA	NA	mRNA_4211
jgi|Aurli1|103997|estExt_Genewise1Plus.C_5_t20158	scaffold_5	2283577	2288020	4444	prediction	transcript	NA	NA	mRNA_4212
jgi|Aurli1|32144|fgenesh1_pg.5_#_495	scaffold_5	2292042	2292395	354	prediction	transcript	NA	NA	mRNA_4213
jgi|Aurli1|138093|estExt_fgenesh1_kg.C_50294	scaffold_5	2293759	2299021	5263	prediction	transcript	NA	NA	mRNA_4214
jgi|Aurli1|73764|e_gw1.5.684.1	scaffold_5	2306763	2310770	4008	prediction	transcript	NA	NA	mRNA_4215
jgi|Aurli1|73651|e_gw1.5.516.1	scaffold_5	2319702	2323595	3894	prediction	transcript	NA	NA	mRNA_4216
jgi|Aurli1|3860|gm1.3860_g	scaffold_5	2330424	2335278	4855	prediction	transcript	NA	NA	mRNA_4217
jgi|Aurli1|3861|gm1.3861_g	scaffold_5	2342031	2346764	4734	prediction	transcript	NA	NA	mRNA_4218
jgi|Aurli1|66391|gw1.5.742.1	scaffold_5	2352600	2356268	3669	prediction	transcript	NA	NA	mRNA_4219
jgi|Aurli1|59049|gw1.5.356.1	scaffold_5	2359632	2363201	3570	prediction	transcript	NA	NA	mRNA_4220
jgi|Aurli1|138094|estExt_fgenesh1_kg.C_50295	scaffold_5	2367911	2371148	3238	prediction	transcript	NA	NA	mRNA_4221
jgi|Aurli1|32153|fgenesh1_pg.5_#_504	scaffold_5	2374480	2374915	436	prediction	transcript	NA	NA	mRNA_4222
jgi|Aurli1|73722|e_gw1.5.386.1	scaffold_5	2377993	2381898	3906	prediction	transcript	NA	NA	mRNA_4223
